DATAFLOW,LAST UPDATE,freq,indic_ed,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AL,2002,,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,1995,6.04,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,1996,5.94,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,1997,5.84,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,1998,5.80,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,1999,5.86,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,2000,5.66,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,2001,5.74,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,2002,5.68,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,2003,5.53,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,2004,5.48,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,2005,5.44,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,2006,5.40,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,2007,5.33,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,2008,5.47,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,2009,5.98,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,2010,5.91,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,AT,2011,5.80,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BE,2000,,u
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BE,2001,5.99,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BE,2002,6.09,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BE,2003,6.02,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BE,2004,5.95,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BE,2005,5.92,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BE,2006,5.98,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BE,2007,6.00,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BE,2008,6.43,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BE,2009,6.57,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BE,2010,6.58,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BE,2011,6.55,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,1992,5.3,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,1993,5.1,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,1994,4.2,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,1995,3.39,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,1996,2.60,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,1997,2.65,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,1998,4.28,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,1999,4.02,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,2000,3.88,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,2001,3.70,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,2002,3.94,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,2003,4.09,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,2004,4.40,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,2005,4.25,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,2006,4.04,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,2007,3.88,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,2008,4.44,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,2009,4.58,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,2010,4.10,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,BG,2011,3.82,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CH,2000,5.06,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CH,2001,5.25,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CH,2002,5.57,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CH,2003,5.72,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CH,2004,5.55,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CH,2005,5.52,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CH,2006,5.28,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CH,2007,4.88,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CH,2008,4.95,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CH,2009,5.36,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CH,2010,5.22,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CH,2011,5.28,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,1993,4.6,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,1994,4.8,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,1995,4.63,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,1996,4.89,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,1997,5.51,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,1998,5.61,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,1999,5.36,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,2000,5.42,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,2001,5.98,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,2002,6.60,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,2003,7.37,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,2004,6.77,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,2005,6.95,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,2006,7.02,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,2007,6.95,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,2008,7.45,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,2009,7.98,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,2010,7.92,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CY,2011,7.87,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,1996,4.71,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,1997,4.46,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,1998,3.95,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,1999,3.97,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,2000,3.83,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,2001,3.93,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,2002,4.15,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,2003,4.32,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,2004,4.20,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,2005,4.08,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,2006,4.42,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,2007,4.05,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,2008,3.92,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,2009,4.36,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,2010,4.25,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,CZ,2011,4.51,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,1995,4.62,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,1997,4.55,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,1999,4.51,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,2000,4.45,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,2001,4.51,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,2002,4.72,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,2003,4.74,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,2004,4.62,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,2005,4.57,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,2006,4.43,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,2007,4.49,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,2008,4.57,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,2009,5.06,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,2010,5.08,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DE,2011,4.98,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,1995,7.67,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,1996,8.08,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,1997,7.92,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,1998,8.30,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,1999,8.11,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,2000,8.28,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,2001,8.44,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,2002,8.44,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,2003,8.33,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,2004,8.43,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,2005,8.30,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,2006,7.97,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,2007,7.81,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,2008,7.68,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,2009,8.74,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,2010,8.81,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,DK,2011,8.75,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,1993,5.9,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,1994,5.5,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,1995,5.88,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,1996,6.05,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,1997,5.92,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,1998,5.71,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,1999,6.74,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,2000,5.57,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,2001,5.24,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,2002,5.47,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,2003,5.29,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,2004,4.92,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,2005,4.88,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,2006,4.70,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,2007,4.72,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,2008,5.61,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,2009,6.03,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,2010,5.66,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EE,2011,5.16,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EL,1993,2.7,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EL,1994,3.0,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EL,1995,2.87,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EL,1996,3.09,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EL,1997,3.46,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EL,1998,3.48,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EL,1999,3.25,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EL,2000,3.71,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EL,2001,3.50,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EL,2002,3.57,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EL,2003,3.56,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EL,2004,3.83,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,EL,2005,4.09,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,1992,4.8,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,1993,4.9,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,1994,4.7,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,1995,4.66,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,1996,4.62,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,1997,4.48,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,1998,4.42,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,1999,4.38,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,2000,4.28,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,2001,4.24,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,2002,4.25,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,2003,4.28,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,2004,4.25,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,2005,4.23,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,2006,4.26,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,2007,4.34,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,2008,4.62,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,2009,5.02,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,2010,4.98,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,ES,2011,4.82,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,1991,7.2,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,1992,7.3,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,1993,6.9,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,1994,6.7,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,1995,6.85,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,1996,6.99,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,1997,6.51,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,1998,6.26,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,1999,6.08,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,2000,5.89,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,2001,6.06,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,2002,6.22,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,2003,6.43,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,2004,6.42,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,2005,6.30,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,2006,6.18,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,2007,5.90,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,2008,6.10,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,2009,6.81,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,2010,6.85,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FI,2011,6.76,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,1991,5.4,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,1992,5.7,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,1993,6.1,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,1994,6.0,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,1995,6.04,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,1996,6.01,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,1997,6.03,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,1998,5.95,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,1999,5.81,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,2000,6.04,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,2001,5.95,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,2002,5.90,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,2003,5.92,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,2004,5.80,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,2005,5.67,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,2006,5.61,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,2007,5.62,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,2008,5.62,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,2009,5.90,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,2010,5.86,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,FR,2011,5.68,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HR,2002,3.71,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HR,2003,3.93,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HR,2004,3.87,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HR,2005,3.98,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HR,2006,4.04,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HR,2007,4.02,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HR,2008,4.32,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HR,2009,4.42,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HR,2010,4.31,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HR,2011,4.21,d
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,1992,6.5,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,1993,6.3,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,1994,6.1,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,1995,5.39,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,1996,4.51,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,1997,4.64,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,1998,4.59,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,1999,4.66,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,2000,4.50,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,2001,5.06,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,2002,5.39,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,2003,5.91,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,2004,5.44,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,2005,5.46,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,2006,5.44,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,2007,5.29,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,2008,5.10,
ESTAT:EDUC_FIGDP(1.0),15/03/19 23:00:00,A,FP01_1,PC,HU,2009,5.12,
